ID;Statut;Date de creation;Date de modification;Commande;De;Sujet;Message;Date du message;Vendeur;Tags
810;close;14/07/2020;20/07/2020;AQHYBVLBD;customer;Customers Desk - ne pas livrer entre le 30/7 et;ne pas livrer entre le 30/7 et 15/8;14/07/2020;F.F.T.;Informations de livraison
810;close;14/07/2020;20/07/2020;AQHYBVLBD;operator;Customers Desk - ne pas livrer entre le 30/7 et;"Bonjour,

avez-vous pris en compte la demande de date de livraison de notre client ?

Bien à vous";16/07/2020;F.F.T.;Informations de livraison
811;close;15/07/2020;16/07/2020;DYAJZEGKL;customer;Customers Desk - Attention ! carte au;"Attention ! carte au modèle existant ! mail suivra.
Si livraison par livreur, secrétaire sur place le mercredi 8h/13h et jeudi 14h/19h.
Merci
Bonne journée";15/07/2020;LSC Maintenance;
812;close;15/07/2020;15/07/2020;BTAZSJVBY;customer;Customers Desk - carte nouveau code NOMBRE DE;"carte nouveau code NOMBRE DE SERRURES 10
Absente du 26 :08/2020 au 1/09/ 2020";15/07/2020;LSC Maintenance;
812;close;15/07/2020;15/07/2020;BTAZSJVBY;seller;Customers Desk - carte nouveau code NOMBRE DE;"Bonjour,
Confirmation de votre commande de 300 cartes perforées flèche jaune avec 10 nouveaux codeurs.
Expédition Colissimo : 16/07/20, livraison prévue 18/07/20
Cdt
LSC Maintenance";15/07/2020;LSC Maintenance;
813;close;16/07/2020;16/07/2020;LJMRCWVJD;customer;Customers Desk - Commande de 50 clés avec;Commande de 50 clés avec lettre E;16/07/2020;F.F.T.;
813;close;16/07/2020;16/07/2020;LJMRCWVJD;operator;Customers Desk - Commande de 50 clés avec;"Bonjour,

Nous avons bien pris en compte votre demande.

Merci pour votre confiance,
Bien cordialement.";16/07/2020;F.F.T.;
814;close;16/07/2020;24/07/2020;TWJQZJOAC;seller;CHIFFRAGE MARQUAGE BLANC;"Bonjour,

Suite à votre demande de prix sur PROSHOP, merci de nous faire parvenir un fichier vectorisé en format .ai ou .eps afin de pouvoir vous confirmer le tarif (pour information il s'agit de 40 € HT le m2 de marquage )";16/07/2020;2CI;Information sur la commande
814;close;16/07/2020;24/07/2020;TWJQZJOAC;operator;CHIFFRAGE MARQUAGE BLANC;"Bonjour, avez-vous reçu la demande de notre client ?

Bien à vous.";17/07/2020;2CI;Information sur la commande
815;close;16/07/2020;20/07/2020;OXSRIUHGK;seller;demande de prix banderole TOURNOI;"Bonjour,

Nous vous avions confirmé le devis pour une banderole.
Souhaitez-vous passer la commande ?";16/07/2020;2CI;Devis
816;close;16/07/2020;16/07/2020;CMTTMTEZX;customer;Customers Desk - Bonjour - NOUVEAU codage pour les;Bonjour - NOUVEAU codage pour les cartes - il faudra aussi 8 cartes de codage pour les portes svp;16/07/2020;LSC Maintenance;
817;close;16/07/2020;17/07/2020;PVIITRYRJ;customer;"Customers Desk - bonjour;  est-il possible de nous";"bonjour;  est-il possible de nous fournir une 2ème batterie?";16/07/2020;Sodex International;
817;close;16/07/2020;17/07/2020;PVIITRYRJ;operator;"Customers Desk - bonjour;  est-il possible de nous";"Bonjour, avez-vous reçu la demande de notre client ?

Bien à vous.";17/07/2020;Sodex International;
817;close;16/07/2020;17/07/2020;PVIITRYRJ;seller;"Customers Desk - bonjour;  est-il possible de nous";"Bonjour, 

Nous vous informons que les batteries pour les machines lance balles sont en cours de référencement sur le site de la FFT.

Vous devriez pouvoir passer commande d'une batterie supplémentaire courant de semaine prochaine.

Cordialement.";17/07/2020;Sodex International;
818;close;17/07/2020;20/07/2020;BDNRZFRFE;customer;Colis non reçu;a quelle adresse exactement avez vous envoyer le colis?;17/07/2020;F.F.T.;Colis non reçu
818;close;17/07/2020;20/07/2020;BDNRZFRFE;operator;Colis non reçu;"Bonjour,

Notre client souhaite connaitre l'adresse que vous avez utilisée pour la livraison.

Bien à vous.";17/07/2020;F.F.T.;Colis non reçu
818;close;17/07/2020;20/07/2020;BDNRZFRFE;operator;Colis non reçu;"Bonjour, 

Nous avons envoyé le colis à l'adresse suivante : 

tennis club
allée des cors
1310 chemin de sablaret

Le colis devrait vous être livré dans les jours à venir.

Cordialement, 
L'équipe Proshop FFT";20/07/2020;F.F.T.;Colis non reçu
819;close;17/07/2020;24/07/2020;UNRCIKGNN;customer;Customers Desk - Absent à partir du;Absent à partir du 01/08/2020;17/07/2020;Netsportique;Informations de livraison
819;close;17/07/2020;24/07/2020;UNRCIKGNN;operator;Customers Desk - Absent à partir du;"Ne pas livrer début Aout.

Merci,
Bien à vous.";17/07/2020;Netsportique;Informations de livraison
820;close;17/07/2020;20/07/2020;QVHLHXLLU;customer;"Customers Desk - Bonjour,
Pour les serrures il me";"Bonjour,
Pour les serrures il me faut :
- 3 modèle B
- 2 modèle A";17/07/2020;LSC Maintenance;
820;close;17/07/2020;20/07/2020;QVHLHXLLU;operator;"Customers Desk - Bonjour,
Pour les serrures il me";"Bonjour, à titre indicatif votre devis a été validé par notre vendeur.

Bien à vous.";17/07/2020;LSC Maintenance;
821;close;17/07/2020;20/07/2020;QVHLHXLLU;customer;"Customers Desk - Bonjour,
Pour les serrures il me";"Bonjour,
Pour les serrures il me faut :
- 3 modèle B
- 2 modèle A";17/07/2020;F.F.T.;Information sur la commande
821;close;17/07/2020;20/07/2020;QVHLHXLLU;operator;"Customers Desk - Bonjour,
Pour les serrures il me";"Bonjour, vous avez commandé des Médailles galaxies chez nous.
Il me semble que votre demande ci dessous est destinée à un autre vendeur. Vous pouvez la modifier dans votre espace personnel PROSHOP FFT.

Je reste disponible,
Bien à vous.";17/07/2020;F.F.T.;Information sur la commande
822;close;17/07/2020;20/07/2020;YUAMZMASM;operator;Confirmation de devis;"Bonjour,

Le devis vous a été confirmé. Vous pouvez retrouver ce devis en cliquant sur ""Mon Compte"" en haut à droite du site Proshop FFT, rubrique ""Mes Devis"". Vous pourrez alors finaliser la commande en validant ce devis et procédant au paiement.

Cordialement,
L'équipe Proshop FFT.";17/07/2020;F.F.T.;
823;close;17/07/2020;24/07/2020;NYXBDYLLQ;customer;Customers Desk - Suite à notre entretien;Suite à notre entretien téléphonique, je passe commande des trophées en résine ... seulement avec l'assurance qu'ils soient livrés au plus tard le jeudi 23 juillet au club. Merci de me contacter au 06 82 32 96 12 si ce délai ne peut être assuré.;17/07/2020;Casal Sport;Informations de livraison
824;close;17/07/2020;20/07/2020;NYXBDYLLQ;customer;Customers Desk - Suite à notre entretien;Suite à notre entretien téléphonique, je passe commande des trophées en résine ... seulement avec l'assurance qu'ils soient livrés au plus tard le jeudi 23 juillet au club. Merci de me contacter au 06 82 32 96 12 si ce délai ne peut être assuré.;17/07/2020;F.F.T.;
825;close;17/07/2020;20/07/2020;EYMGCTLKV;operator;Devis;"Bonjour, à titre d'information, votre devis a été validé par notre vendeur.

Bien à vous";17/07/2020;VW Sports;
825;close;17/07/2020;20/07/2020;EYMGCTLKV;seller;Devis;"Bonjour, en etes vous sur, car sur le logiciel il y a écrit refusé (voir PJ). 
Peut être qu'ils passeront une commande bientot.";18/07/2020;VW Sports;
826;close;17/07/2020;20/07/2020;EZUCWXAHH;operator;Merci  pour votre achat écologique et solidaire !;"Quelles sont les prochaines étapes ?
-	L’opération « gourdes » prendra fin le 31/07 sur Proshop FFT. A cette date, les équipes Proshop comptabiliseront les commandes totales et définiront le prix final de la gourde. Veuillez retrouver ci-dessous les tarifs.
-	D’ici le 21/08 prochain, et en fonction du nombre de commandes réalisées, vous pourrez être remboursés du gain réalisé grâce à l’effet « commande groupée ». Ce remboursement se fera de manière automatique, avec le même moyen de paiement utilisé lors de votre commande.
Exemple : Vous achetez un colis de 25 gourdes à 84,30€ TTC le colis le 15/07/20. 
Au 31/07/20, Proshop comptabilise une commande nationale de 4 000 gourdes (soit 160 colis), correspondant à un prix de 66,60€ par colis. Proshop vous rembourse 84,30€ - 66,6€ = 17,70€ d’ici le 21/08/20. 
-	Les livraisons auront lieu début octobre. Vous recevrez un numéro de suivi dès l’expédition de la commande fin septembre afin de gérer au mieux la livraison. Rappel : la livraison est offerte par la FFT.

Je veux en savoir plus sur cette gourde !
Afin d’en savoir plus sur la démarche et la communiquer auprès des bénéficiaires, vous pouvez utiliser le visuel en PJ (adapté aux formats Facebook & Instagram) pour expliquer ce qu’il se passe derrière cette gourde. Comment elle est produite, pourquoi elle est solidaire, de quoi elle est composée.
Sachez par ailleurs que la gourde est lavable en machine, soufflez le mot lorsque vous les distribuerez.

Cerise sur la gourde : 1% du chiffre d’affaires de l’opération sera reversé à « Ocean’s Zero », application développée par l’ONG Surfrider Foundation afin d’engager les citoyens vers un mode de vie zéro déchet. Ce dispositif est mis en place par le prestataire qui nous fournit ces gourdes, choisi par la FFT pour ses engagements.

Toute l’équipe Proshop FFT reste à votre disposition,";17/07/2020;F.F.T.;
827;close;17/07/2020;20/07/2020;IDHPTPETT;operator;Merci  pour votre achat écologique et solidaire !;"Quelles sont les prochaines étapes ?
-	L’opération « gourdes » prendra fin le 31/07 sur Proshop FFT. A cette date, les équipes Proshop comptabiliseront les commandes totales et définiront le prix final de la gourde. Veuillez retrouver ci-dessous les tarifs.
-	D’ici le 21/08 prochain, et en fonction du nombre de commandes réalisées, vous pourrez être remboursés du gain réalisé grâce à l’effet « commande groupée ». Ce remboursement se fera de manière automatique, avec le même moyen de paiement utilisé lors de votre commande.
Exemple : Vous achetez un colis de 25 gourdes à 84,30€ TTC le colis le 15/07/20. 
Au 31/07/20, Proshop comptabilise une commande nationale de 4 000 gourdes (soit 160 colis), correspondant à un prix de 66,60€ par colis. Proshop vous rembourse 84,30€ - 66,6€ = 17,70€ d’ici le 21/08/20. 
-	Les livraisons auront lieu début octobre. Vous recevrez un numéro de suivi dès l’expédition de la commande fin septembre afin de gérer au mieux la livraison. Rappel : la livraison est offerte par la FFT.

Je veux en savoir plus sur cette gourde !
Afin d’en savoir plus sur la démarche et la communiquer auprès des bénéficiaires, vous pouvez utiliser le visuel en PJ (adapté aux formats Facebook & Instagram) pour expliquer ce qu’il se passe derrière cette gourde. Comment elle est produite, pourquoi elle est solidaire, de quoi elle est composée.
Sachez par ailleurs que la gourde est lavable en machine, soufflez le mot lorsque vous les distribuerez.

Cerise sur la gourde : 1% du chiffre d’affaires de l’opération sera reversé à « Ocean’s Zero », application développée par l’ONG Surfrider Foundation afin d’engager les citoyens vers un mode de vie zéro déchet. Ce dispositif est mis en place par le prestataire qui nous fournit ces gourdes, choisi par la FFT pour ses engagements.

Toute l’équipe Proshop FFT reste à votre disposition,";17/07/2020;F.F.T.;
828;close;17/07/2020;20/07/2020;AQHYBVLBD;operator;Merci pour votre achat écologique et solidaire !;"Quelles sont les prochaines étapes ?
-	L’opération « gourdes » prendra fin le 31/07 sur Proshop FFT. A cette date, les équipes Proshop comptabiliseront les commandes totales et définiront le prix final de la gourde. Veuillez retrouver ci-dessous les tarifs.
-	D’ici le 21/08 prochain, et en fonction du nombre de commandes réalisées, vous pourrez être remboursés du gain réalisé grâce à l’effet « commande groupée ». Ce remboursement se fera de manière automatique, avec le même moyen de paiement utilisé lors de votre commande.
Exemple : Vous achetez un colis de 25 gourdes à 84,30€ TTC le colis le 15/07/20. 
Au 31/07/20, Proshop comptabilise une commande nationale de 4 000 gourdes (soit 160 colis), correspondant à un prix de 66,60€ par colis. Proshop vous rembourse 84,30€ - 66,6€ = 17,70€ d’ici le 21/08/20. 
-	Les livraisons auront lieu début octobre. Vous recevrez un numéro de suivi dès l’expédition de la commande fin septembre afin de gérer au mieux la livraison. Rappel : la livraison est offerte par la FFT.

Je veux en savoir plus sur cette gourde !
Afin d’en savoir plus sur la démarche et la communiquer auprès des bénéficiaires, vous pouvez utiliser le visuel en PJ (adapté aux formats Facebook & Instagram) pour expliquer ce qu’il se passe derrière cette gourde. Comment elle est produite, pourquoi elle est solidaire, de quoi elle est composée.
Sachez par ailleurs que la gourde est lavable en machine, soufflez le mot lorsque vous les distribuerez.

Cerise sur la gourde : 1% du chiffre d’affaires de l’opération sera reversé à « Ocean’s Zero », application développée par l’ONG Surfrider Foundation afin d’engager les citoyens vers un mode de vie zéro déchet. Ce dispositif est mis en place par le prestataire qui nous fournit ces gourdes, choisi par la FFT pour ses engagements.

Toute l’équipe Proshop FFT reste à votre disposition,";17/07/2020;F.F.T.;
829;close;17/07/2020;20/07/2020;SGVYEWDBG;operator;Merci pour votre achat écologique et solidaire !;"Quelles sont les prochaines étapes ?
-	L’opération « gourdes » prendra fin le 31/07 sur Proshop FFT. A cette date, les équipes Proshop comptabiliseront les commandes totales et définiront le prix final de la gourde. Veuillez retrouver ci-dessous les tarifs.
-	D’ici le 21/08 prochain, et en fonction du nombre de commandes réalisées, vous pourrez être remboursés du gain réalisé grâce à l’effet « commande groupée ». Ce remboursement se fera de manière automatique, avec le même moyen de paiement utilisé lors de votre commande.
Exemple : Vous achetez un colis de 25 gourdes à 84,30€ TTC le colis le 15/07/20. 
Au 31/07/20, Proshop comptabilise une commande nationale de 4 000 gourdes (soit 160 colis), correspondant à un prix de 66,60€ par colis. Proshop vous rembourse 84,30€ - 66,6€ = 17,70€ d’ici le 21/08/20. 
-	Les livraisons auront lieu début octobre. Vous recevrez un numéro de suivi dès l’expédition de la commande fin septembre afin de gérer au mieux la livraison. Rappel : la livraison est offerte par la FFT.

Je veux en savoir plus sur cette gourde !
Afin d’en savoir plus sur la démarche et la communiquer auprès des bénéficiaires, vous pouvez utiliser le visuel en PJ (adapté aux formats Facebook & Instagram) pour expliquer ce qu’il se passe derrière cette gourde. Comment elle est produite, pourquoi elle est solidaire, de quoi elle est composée.
Sachez par ailleurs que la gourde est lavable en machine, soufflez le mot lorsque vous les distribuerez.

Cerise sur la gourde : 1% du chiffre d’affaires de l’opération sera reversé à « Ocean’s Zero », application développée par l’ONG Surfrider Foundation afin d’engager les citoyens vers un mode de vie zéro déchet. Ce dispositif est mis en place par le prestataire qui nous fournit ces gourdes, choisi par la FFT pour ses engagements.

Toute l’équipe Proshop FFT reste à votre disposition,";17/07/2020;F.F.T.;
830;close;17/07/2020;20/07/2020;TLXVHLBKK;customer;Customers Desk - mon tel au cas ou : 0679213097;mon tel au cas ou : 0679213097;17/07/2020;Sodex International;
830;close;17/07/2020;20/07/2020;TLXVHLBKK;seller;Customers Desk - mon tel au cas ou : 0679213097;"Bonjour, 

Nous avons bien pris note de votre numéro de téléphone.

Cordialement.";20/07/2020;Sodex International;
831;close;17/07/2020;20/07/2020;TLXVHLBKK;customer;Customers Desk - mon tel au cas ou : 0679213097;mon tel au cas ou : 0679213097;17/07/2020;Netsportique;
832;close;17/07/2020;27/07/2020;TLXVHLBKK;customer;Customers Desk - mon tel au cas ou : 0679213097;mon tel au cas ou : 0679213097;17/07/2020;VW Sports;Informations de livraison
833;close;18/07/2020;20/07/2020;UVOLTAPEH;customer;Customers Desk - Modèle : carte nouveau;Modèle : carte nouveau code, nombre de carte Code : 3 si possible couleur autre que bleu et rouge;18/07/2020;LSC Maintenance;
834;close;18/07/2020;20/08/2020;JQJZMCLTA;customer;Demande de facture;NOUS SOMMES EN ATTENTE DE LA FACTURE;18/07/2020;Manutan Collectivités;Facture
835;close;18/07/2020;20/07/2020;YUAMZMASM;customer;commande;"bonjour,
ma commande des vestiaires 4 cases et panneau d'affichage sont en attente. Est ce normal?
Merci par avance,
Le Tennis Club d'Igny";18/07/2020;Manutan Collectivités;Demande de devis
835;close;18/07/2020;20/07/2020;YUAMZMASM;operator;commande;"Bonjour,
Votre devis est validé.
Cordialement, 
L'équipe Proshop FFT";20/07/2020;Manutan Collectivités;Demande de devis
836;close;18/07/2020;20/07/2020;YUAMZMASM;customer;commande;"bonjour;

le jeu de quilles est en attente chez vous, est ce normal?
merci par avance,

le tci";18/07/2020;Nemo loisirs pro;
837;close;18/07/2020;20/07/2020;DIYHMJGSP;customer;Customers Desk - PANNEAU N° DE COURT : IL FAUT;PANNEAU N° DE COURT : IL FAUT UN AVEC LE NUMERO 3 ET UN AVEC LE NUMERO 4;18/07/2020;Netsportique;
838;close;18/07/2020;27/07/2020;DIYHMJGSP;customer;Customers Desk - PANNEAU N° DE COURT : IL FAUT;PANNEAU N° DE COURT : IL FAUT UN AVEC LE NUMERO 3 ET UN AVEC LE NUMERO 4;18/07/2020;CMJN IMPRESSION;Information sur la commande
839;close;18/07/2020;20/07/2020;DIYHMJGSP;customer;Customers Desk - PANNEAU N° DE COURT : IL FAUT;PANNEAU N° DE COURT : IL FAUT UN AVEC LE NUMERO 3 ET UN AVEC LE NUMERO 4;18/07/2020;Manutan Collectivités;
840;close;18/07/2020;20/07/2020;DIYHMJGSP;customer;Customers Desk - PANNEAU N° DE COURT : IL FAUT;PANNEAU N° DE COURT : IL FAUT UN AVEC LE NUMERO 3 ET UN AVEC LE NUMERO 4;18/07/2020;CIDI Event;
841;close;18/07/2020;20/07/2020;DIYHMJGSP;customer;Annuler ma commande;"Bonjour,

Je viens de m’apercevoir du montant des frais de livraison (plus cher que le produit en lui même). 
Au vu du montant très élevé (qui à mon sens n'est pas justifié), je vous prie d'annuler cette commande et de nous rembourser avant toute démarche d'envoi de votre part. 

En vous remerciant par avance.

Bien cordialement,
Denis GAVARD
Président du Berre Tennis Club";18/07/2020;CIDI Event;
842;close;20/07/2020;20/07/2020;EOESHMRWC;customer;Customers Desk - j'envoie par mail la photo;j'envoie par mail la photo de Vingcard;20/07/2020;Casal Sport;
843;close;20/07/2020;20/07/2020;EOESHMRWC;customer;Customers Desk - j'envoie par mail la photo;j'envoie par mail la photo de Vingcard;20/07/2020;Innoquipe;
844;close;20/07/2020;20/07/2020;EOESHMRWC;customer;Customers Desk - j'envoie par mail la photo;j'envoie par mail la photo de Vingcard;20/07/2020;CLICK FOR TENNIS;
845;close;20/07/2020;20/07/2020;EOESHMRWC;customer;Customers Desk - j'envoie par mail la photo;j'envoie par mail la photo de Vingcard;20/07/2020;SLS Distribution;
846;close;20/07/2020;20/07/2020;EOESHMRWC;customer;Customers Desk - j'envoie par mail la photo;j'envoie par mail la photo de Vingcard;20/07/2020;LSC Maintenance;
847;close;20/07/2020;24/07/2020;FHXZGGAVV;customer;Customers Desk - appeler pour la livraison au 07;appeler pour la livraison au 07 86 21 42 09;20/07/2020;Netsportique;Informations de livraison
848;close;20/07/2020;20/08/2020;EQEPUHUIT;customer;Demande de facture;"Merci
Pourriez vous m'adresser la facture svp";20/07/2020;VW Sports;Facture
849;close;20/07/2020;20/07/2020;IEOYZZCJU;customer;Customers Desk - Bonjour je suis joignable au 06;"Bonjour je suis joignable au 06 77 27 18 11 et je peux etre sur place en 5 minutes
lieu de travail en cas d'absence (voie du pied de talus 17600 Saujon)";20/07/2020;Sodex International;
849;close;20/07/2020;20/07/2020;IEOYZZCJU;seller;Customers Desk - Bonjour je suis joignable au 06;"Bonjour, 

Nous avons bien pris note.

Cordialement";20/07/2020;Sodex International;
850;close;20/07/2020;20/07/2020;DIYHMJGSP;seller;Validation commande;"Bonjour,

Votre commande à bien été prise en compte par nos services.
Les deux totems seront expédiés ce jour sans bouteille et sans PVC.

En vous souhaitant une agréable journée,";20/07/2020;CIDI Event;
851;close;20/07/2020;27/07/2020;XAGMNYQTM;customer;Customers Desk - Attention : club fermé;Attention : club fermé entre 12h et 17h pendant tout le mois d'août.;20/07/2020;Manutan Collectivités;Informations de livraison
851;close;20/07/2020;27/07/2020;XAGMNYQTM;operator;Customers Desk - Attention : club fermé;"Bonjour,

J'ai eu notre client au téléphone, il s'est trompé sur la couleur des bancs.
Est-il possible de changer les bancs verts actuellement commandés en bancs blancs ?

En effet notre client souhaite 8 bancs de couleur blanche.

N'hésitez pas à m'appeler pour me confirmer ce changement.
Bien à vous.";21/07/2020;Manutan Collectivités;Informations de livraison
852;close;20/07/2020;21/07/2020;XAGMNYQTM;customer;Annuler ma commande;Commande à remplacer par des bancs BLANCS !!!!;20/07/2020;Manutan Collectivités;
853;close;20/07/2020;23/07/2020;DTXXHHNLW;customer;"Customers Desk - Bonjour,

Je souhaiterais avoir";"Bonjour,

Je souhaiterais avoir un devis pour ce filet de séparation pour 2 courts couverts.
Notre terrain est sur des normes standard avec un écartement de 36m94 entre les 2 poutres qui soutiendront le filet.

Nous souhaiterions avoir un filet qui s'ouvre au niveau central. Est ce possible?

Pour les piquets de soutient en a t'on besoin et si oui de combien?

Merci de votre réponse

Sportivement,

Niels GAUTIER 
Directeur sportif USBY Tennis
0698934230";20/07/2020;Huck Occitania;Demande de devis
853;close;20/07/2020;23/07/2020;DTXXHHNLW;seller;"Customers Desk - Bonjour,

Je souhaiterais avoir";"Bonjour,

Je viens à l'instant de modifier et de valider votre devis. 

Pour l'ouverture centrale, cela est possible, nous réaliserons une fente sous forme de découpe. 

Pour les piquets intermédiaires, nous les avons rajouter, un besoin de 3 piquets sera nécessaire. 

Restant à votre disposition, 

Bien cordialement, 
L'Equipe Huck#Occitania";23/07/2020;Huck Occitania;Demande de devis
854;close;20/07/2020;27/07/2020;DLGMITAAN;customer;Customers Desk - N° court intérieur : 1;"N° court intérieur : 1 et 2 ; N° court extérieur : 3, 4 et 5 ; N° court padel : 6";20/07/2020;CMJN IMPRESSION;Informations de livraison
854;close;20/07/2020;27/07/2020;DLGMITAAN;customer;Customers Desk - N° court intérieur : 1;Precsion : courts tennis : no 1 et 2. Court padel : no 6;21/07/2020;CMJN IMPRESSION;Informations de livraison
855;close;20/07/2020;21/07/2020;DLGMITAAN;customer;Customers Desk - N° court intérieur : 1;"N° court intérieur : 1 et 2 ; N° court extérieur : 3, 4 et 5 ; N° court padel : 6";20/07/2020;VW Sports;
855;close;20/07/2020;21/07/2020;DLGMITAAN;seller;Customers Desk - N° court intérieur : 1;"Bonjour,

Suite à notre conversation téléphonique, c'est noté pour les numéros 3-4-5.

Bonne journée,

L'équipe VW SPORTS";21/07/2020;VW Sports;
856;close;20/07/2020;22/07/2020;DLGMITAAN;customer;Customers Desk - N° court intérieur : 1;"N° court intérieur : 1 et 2 ; N° court extérieur : 3, 4 et 5 ; N° court padel : 6";20/07/2020;Manutan Collectivités;
857;close;20/07/2020;22/07/2020;DLGMITAAN;customer;Customers Desk - N° court intérieur : 1;"N° court intérieur : 1 et 2 ; N° court extérieur : 3, 4 et 5 ; N° court padel : 6";20/07/2020;Netsportique;
858;close;20/07/2020;27/07/2020;PEYBTNPQS;customer;Colis non reçu;"Bonjour,
Conformément à mon message du 3 juillet, je n'ai toujours pas reçu la commande du club. Je n'ai même pas eut la possibilité de suivre ce colis. Pourriez vous me renseigner (numéro de colis, service de livraison, etc.).
Cordialement,
Richard Clergereaux";20/07/2020;Innoquipe;Colis non reçu
858;close;20/07/2020;27/07/2020;PEYBTNPQS;operator;Colis non reçu;"Bonjour,

Pourriez-vous nous confirmer le numéro de suivi pour cette commande svp ?
Le client ne l'a pas reçu et le numéro indiqué ne correspond à aucun suivi .

Merci pour votre aide, 

Stéphanie, Proshop FFT";22/07/2020;Innoquipe;Colis non reçu
858;close;20/07/2020;27/07/2020;PEYBTNPQS;operator;Colis non reçu;"Bonjour Monsieur, 
Nous avons envoyé une demande auprès de notre fournisseur et nous vous tiendrons au courant.
Merci pour votre patience, 
Stéphanie, Proshop FFT";22/07/2020;Innoquipe;Colis non reçu
858;close;20/07/2020;27/07/2020;PEYBTNPQS;seller;Colis non reçu;"Bonjour,

Il y eu un problème dans la livraison, le colis est revenu chez nous. Nous allons vous le renvoyer aujourd’hui. 
Merci de votre compréhension 
Cordialement,";24/07/2020;Innoquipe;Colis non reçu
858;close;20/07/2020;27/07/2020;PEYBTNPQS;customer;Colis non reçu;"Merci pour votre message. Pourriez vous me donner la date d'envoi et la date de réception pour être sûr que je pourrai récupérer le colis dans les temps.
Merci. Cordialement,";24/07/2020;Innoquipe;Colis non reçu
859;close;20/07/2020;21/07/2020;KBEJPGBSI;customer;"Customers Desk - Carte nouveau code.
Carte code =";"Carte nouveau code.
Carte code = 4.
Couleur flèche = verte.";20/07/2020;LSC Maintenance;
860;close;21/07/2020;21/07/2020;GZSIWCOKW;customer;Customers Desk - La Mairie de Catenoy est prete;"La Mairie de Catenoy est prete à commander le fifet à la demande de notre Club. (Le Tennis Club de Catenoy).
Simplement, ma Mairie souhaite avoir une facture au com de la Mairie de Catenoy. 
Pouvez-vous nous fournir la facture de l'achat du filet au nopm de la Mairrie de Catenoy SVP ?
Cordialement
Ali BARREDDINE
Président du Tennis Club de Catenoy.";21/07/2020;Sodex International;
860;close;21/07/2020;21/07/2020;GZSIWCOKW;seller;Customers Desk - La Mairie de Catenoy est prete;"Bonjour, 

Concernant votre demande de facture, nous sommes fournisseur de la FFT et ne pouvons pas vous faire votre facture. Il faut vous rapprocher de la FFT pour la facturation client.

Cordialement.";21/07/2020;Sodex International;
861;close;21/07/2020;22/07/2020;NGWJNFXJR;customer;Customers Desk - Merci d'envoyer un message;Merci d'envoyer un message sur le 0683619162 pour les livraisons a mon domicile, la veille de la date livraison.;21/07/2020;F.F.T.;
862;close;21/07/2020;24/07/2020;NGWJNFXJR;customer;Customers Desk - Merci d'envoyer un message;Merci d'envoyer un message sur le 0683619162 pour les livraisons a mon domicile, la veille de la date livraison.;21/07/2020;Cress Sport;
862;close;21/07/2020;24/07/2020;NGWJNFXJR;seller;Customers Desk - Merci d'envoyer un message;"Bonjour, départ ce jour de votre commande par Colissimo 6A19042099873
Il faut compter 48H ouvrables donc certainement lundi 27 juillet";23/07/2020;Cress Sport;
863;close;21/07/2020;27/07/2020;NGWJNFXJR;customer;Customers Desk - Merci d'envoyer un message;Merci d'envoyer un message sur le 0683619162 pour les livraisons a mon domicile, la veille de la date livraison.;21/07/2020;Casal Sport;
864;close;21/07/2020;21/07/2020;EOESHMRWC;seller;Annulation commande Hit-Master;"Bonjour,
Nous en rupture de Hit-Master. Dès que nous sommes réapprovisionnés nous vous tiendrons informés.
Merci de votre compréhension.
L'équipe SLS Distribution.";21/07/2020;SLS Distribution;
865;close;21/07/2020;22/07/2020;DFYLLBKMR;customer;Annuler ma commande;"je viens par la présente annuler ma commande n°DFYLLBKMR, n'ayant pas pu réaliser le réglement sur le site, j'ai directement commandé le produit auprès de votre fournisseur VW SPORTS.
Merci de votre compréhension.";21/07/2020;VW Sports;
865;close;21/07/2020;22/07/2020;DFYLLBKMR;seller;Annuler ma commande;"Bonjour,

C'est noté nous annulons votre commande.
Nous avons bien reçu la commande sur notre site.

Bonne réception,

L'équipe VW SPORTS";21/07/2020;VW Sports;
865;close;21/07/2020;22/07/2020;DFYLLBKMR;seller;Annuler ma commande;"Bonjour,

Suite au message du client, pouvez vous annuler la commande svp.

Merci

L'équipe VW SPORTS";21/07/2020;VW Sports;
865;close;21/07/2020;22/07/2020;DFYLLBKMR;customer;Annuler ma commande;je n'y comprend plus rien, je souhaite annuler la commande passée sur le site proshop.fft mais pas celle que j'ai passée sur le site de VW sports ... puis-je vous contacter par télephone que je m'explique de vive voix ??;21/07/2020;VW Sports;
865;close;21/07/2020;22/07/2020;DFYLLBKMR;seller;Annuler ma commande;"Tout est bon pour nous : 
Nous avons demandé à annuler la commande à un opérateur sur le Proshop et dans le même temps, votre commande passée sur notre site est bien prise en compte et partira dès demain.

Bonne réception,

Si vous avez d'autre questions, n'hésitez pas nous contacter directement par téléphone : voici notre numéro au cas ou 01 48 45 04 29.

Bonne réception,

L'équipe VW SPORTS";21/07/2020;VW Sports;
865;close;21/07/2020;22/07/2020;DFYLLBKMR;customer;Annuler ma commande;Je suis rassuré, nous avons un tournoi qui va débuter mi-aout et l'arrosage sera indispensable, merci de votre disponibilité ... cordialement.;21/07/2020;VW Sports;
865;close;21/07/2020;22/07/2020;DFYLLBKMR;seller;Annuler ma commande;"Votre commande sera livrée pour la fin de semaine sans faute.

Au plaisir de collaborer avec vous à nouveau, bon tournoi !

L'équipe VW SPORTS";21/07/2020;VW Sports;
